Keyword;Position;Previous Position;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends;Timestamp
"contemporary wall lights interior";"67";"0";"20";"78.30";"4.77";"https://www.trendir.com/unique-wall-lighting/";"0.00";"0.00";"1.00";"7380000";"0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.67,1.00,0.33,0.33,1.00";"1509455774"
"contemporary bedroom interiors";"14";"0";"10";"79.67";"1.93";"https://www.trendir.com/modern-bedroom-design-ideas/";"0.00";"0.00";"0.82";"41400000";"1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00";"1509383995"
"contemporary bedroom interiors";"15";"0";"10";"79.67";"1.93";"https://www.trendir.com/contemporary-bedroom-ideas/";"0.00";"0.00";"0.82";"41400000";"1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00";"1509383995"
"interior cabin doors";"40";"43";"50";"74.29";"2.81";"https://www.trendir.com/secure-remote-cabin/";"0.00";"0.00";"1.00";"3680000";"0.44,0.22,1.00,0.33,1.00,0.11,0.56,0.11,0.56,0.33,0.33,0.22";"1510333421"
"lmk interiors";"34";"34";"90";"77.72";"2.19";"https://www.trendir.com/beautiful-farmhouse-style-ranch-home-designed-for-outdoor-living/";"0.00";"0.00";"0.01";"229000";"1.00,0.82,0.82,0.82,0.64,1.00,0.82,0.82,0.82,0.82,0.82,0.82";"1510879829"
"interior design walls and ceiling";"60";"0";"90";"72.67";"13.80";"https://www.trendir.com/modern-wooden-bedroom-designs/";"0.00";"0.00";"0.69";"204000000";"0.44,0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78";"1509673914"
"shutters interior";"55";"56";"210";"74.37";"2.49";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"27100000";"1.00,0.81,0.66,0.66,0.81,0.81,0.81,0.66,0.66,0.44,0.66,0.66";"1510753468"
"bathrooms interiors";"13";"10";"10";"76.32";"6.70";"https://www.trendir.com/interiors/bathroom-interiors/";"0.00";"0.00";"0.27";"35400000";"1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00";"1510754369"
"interior design living room ideas contemporary";"36";"35";"10";"76.00";"3.06";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.44";"24100000";"0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,1.00,0.33";"1510674217"
"concrete interiors";"14";"0";"50";"76.22";"2.36";"https://www.trendir.com/stylish-concrete-interiors/";"0.00";"0.00";"0.06";"40000000";"0.71,0.71,1.00,0.71,1.00,0.71,0.71,1.00,0.71,0.57,0.71,0.71";"1508583294"
"rustic modern interior design";"15";"0";"50";"85.54";"1.11";"https://www.trendir.com/rustic-modern-interior/";"0.00";"0.00";"0.11";"33100000";"0.43,0.71,1.00,1.00,1.00,0.71,0.71,0.71,0.71,0.71,0.71,0.71";"1508554552"
"barn doors for interior use";"69";"0";"50";"84.58";"1.93";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"4050000";"1.00,0.78,0.44,0.22,0.33,0.44,1.00,0.78,0.44,0.44,0.56,0.44";"1508646477"
"childrens bedroom interior design";"34";"30";"10";"71.07";"5.40";"https://www.trendir.com/childrens-bedroom-ideas-by-altamoda/";"0.00";"0.00";"0.47";"9890000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00";"1510487155"
"wood window shutters interior";"51";"0";"50";"72.84";"1.98";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"19700000";"1.00,1.00,0.71,0.57,1.00,1.00,1.00,0.71,1.00,0.57,0.71,1.00";"1508583888"
"design interior house";"98";"0";"20";"80.35";"5.26";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.65";"478000000";"0.33,0.33,0.33,0.33,0.67,0.67,0.67,0.33,0.67,0.33,1.00,1.00";"1508903471"
"interior design for tv room";"34";"0";"10";"70.50";"1.10";"https://www.trendir.com/modern-tv-stand-designs/";"0.00";"0.00";"0.26";"124000000";"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509566992"
"interior decorating websites best";"67";"0";"10";"81.71";"2.56";"https://www.trendir.com/";"0.00";"0.00";"0.66";"8110000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509568712"
"lake home interiors";"28";"0";"30";"65.78";"2.36";"https://www.trendir.com/floating-home-interiors-for-west-coast-living/";"0.00";"0.00";"0.46";"6870000";"0.71,0.57,0.43,0.29,1.00,0.71,0.43,0.43,0.29,0.29,0.57,0.43";"1509383584"
"sliding barn doors for interior";"61";"51";"70";"81.22";"3.30";"http://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"15200000";"1.00,0.05,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03";"1505454761"
"interior designs for kitchen and living room";"58";"0";"90";"85.22";"2.72";"https://www.trendir.com/beautiful-tile-flooring-ideas-for-living-room-kitchen-bathroom-designs/";"0.00";"0.00";"0.97";"7330000";"0.44,0.22,0.22,0.56,0.22,0.78,1.00,0.33,1.00,0.56,0.56,0.22";"1509673670"
"house interior designs images";"21";"16";"10";"83.86";"10.11";"https://www.trendir.com/interiors/";"0.00";"0.00";"1.00";"18500000";"0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00";"1510597950"
"apartment interior designs";"13";"0";"20";"77.50";"2.36";"https://www.trendir.com/interiors/apartment-interiors/";"0.00";"0.00";"0.26";"4410000";"0.67,0.33,0.33,0.33,1.00,0.67,0.67,0.33,0.67,0.67,0.67,0.67";"1509404062"
"interior wood shutter";"49";"0";"10";"71.68";"1.16";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"19300000";"1.00,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00,0.50";"1509245830"
"cool interior design ideas";"69";"0";"40";"82.59";"3.94";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.11";"42200000";"0.43,0.43,0.43,0.57,1.00,0.29,0.43,0.43,0.43,0.29,0.71,0.43";"1508640607"
"mid century modern interior design ideas";"89";"0";"30";"70.94";"3.06";"https://www.trendir.com/contemporary-loft-design-with-midcentury-modern-interiors/";"0.00";"0.00";"0.28";"10100000";"0.25,0.75,0.50,0.50,0.75,0.75,0.75,0.25,0.50,0.50,1.00,1.00";"1509422081"
"interior designs for rooms";"80";"0";"10";"81.34";"3.22";"https://www.trendir.com/white-room-interiors-25-design-ideas-for-the-color-of-light/";"0.00";"0.00";"0.59";"6890000";"1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00";"1507852672"
"interior design fireplace ideas";"45";"0";"10";"76.42";"1.95";"https://www.trendir.com/white-room-interiors-25-design-ideas-for-the-color-of-light/";"0.00";"0.00";"0.64";"20400000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509315075"
"home interior designs ideas";"65";"0";"10";"74.02";"1.21";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.76";"21300000";"1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,1.00,0.50";"1509644990"
"interior design for beach houses";"38";"44";"40";"79.83";"5.75";"https://www.trendir.com/bold-exterior-beach-house-with-minimalist-interiors/";"0.00";"0.00";"1.00";"56300000";"1.00,0.33,0.78,0.22,0.78,0.22,0.44,0.44,0.11,0.78,0.78,0.78";"1510375007"
"contemporary wall panels interior";"12";"0";"30";"61.02";"1.73";"https://www.trendir.com/decorative-panels-by-totalston/";"0.00";"0.00";"1.00";"3410000";"0.40,1.00,0.40,0.80,0.40,0.40,0.40,0.20,0.80,1.00,0.60,0.80";"1509402771"
"glass interior walls";"61";"0";"20";"67.85";"2.10";"https://www.trendir.com/house-with-floating-facade-glass-walls-and-interior-courtyard/";"0.00";"0.00";"1.00";"118000000";"0.67,0.67,0.67,1.00,0.67,0.33,0.33,0.33,0.67,0.33,0.67,0.67";"1509428912"
"modern white interior doors";"73";"0";"40";"59.50";"1.15";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"5790000";"0.29,0.43,0.57,0.43,0.43,0.43,0.43,0.71,0.71,1.00,0.43,0.57";"1508716130"
"bathroom interior decorating";"19";"0";"30";"74.71";"2.48";"https://www.trendir.com/interiors/bathroom-interiors/";"0.00";"0.00";"0.67";"24200000";"0.60,0.20,0.60,0.60,0.80,0.40,0.80,0.40,0.40,0.20,0.40,1.00";"1508863580"
"wood wall panels interior";"83";"0";"20";"75.26";"2.58";"https://www.trendir.com/decorative-panels-by-totalston/";"0.00";"0.00";"1.00";"3590000";"0.43,0.29,1.00,0.71,0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.14";"1509478866"
"interior design small apartment";"83";"0";"50";"83.64";"1.67";"https://www.trendir.com/small-apartment-renovation-clever-and-stylish-ideas/";"0.00";"0.00";"0.13";"55000000";"0.56,0.44,0.78,0.78,1.00,0.78,0.22,0.44,0.56,0.44,0.56,0.56";"1508550726"
"interior doors contemporary design";"12";"12";"40";"68.92";"2.53";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"27400000";"0.56,0.78,0.33,1.00,0.33,0.33,0.11,0.56,0.11,0.78,0.78,0.78";"1510400760"
"contemporary glass doors interior";"54";"61";"40";"69.14";"1.71";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"27000000";"0.56,0.44,0.44,0.11,0.44,0.33,0.22,0.33,0.78,0.44,0.44,1.00";"1510376005"
"images of living room interior design";"78";"0";"10";"79.26";"3.23";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.55";"91300000";"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509207931"
"interior design house ideas";"53";"0";"10";"83.11";"1.91";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.45";"16600000";"1.00,1.00,0.67,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.33";"1509242808"
"small interior window shutters";"21";"0";"30";"85.74";"2.18";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"17700000";"0.20,0.40,0.60,0.60,0.60,1.00,0.60,0.60,0.60,0.40,0.80,0.40";"1509366431"
"design house interior";"97";"0";"10";"70.14";"1.83";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.46";"751000000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509207287"
"interior window shutter";"82";"0";"50";"77.28";"2.40";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"1490000";"0.64,0.45,0.45,1.00,0.45,0.45,0.45,0.64,0.45,0.45,0.45,0.64";"1508695637"
"house interior designs ideas";"62";"0";"10";"84.05";"1.68";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.33";"19500000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509569660"
"create interior design";"27";"0";"20";"76.04";"7.99";"https://www.trendir.com/green-color-interior-design/";"0.00";"0.00";"0.58";"129000000";"0.33,0.33,0.67,0.67,0.33,0.67,0.33,0.33,1.00,1.00,0.67,0.33";"1509405052"
"wood interior shutters";"40";"0";"170";"72.96";"2.70";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"5810000";"1.00,0.65,0.81,0.54,0.65,0.81,0.54,0.65,0.65,0.54,0.81,0.81";"1508348656"
"modern interior designer";"43";"0";"30";"68.70";"3.12";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.54";"5420000";"0.75,0.75,0.75,0.75,0.75,0.50,1.00,1.00,0.75,0.75,1.00,1.00";"1508719917"
"studio apartment interior design";"47";"50";"210";"76.08";"4.11";"https://www.trendir.com/small-studio-apartment-design-with-lots-of-cool-ideas/";"0.00";"0.00";"0.15";"68400000";"0.65,0.65,0.81,0.81,0.81,0.81,0.81,0.65,0.65,0.65,1.00,0.81";"1510752508"
"minimalist interior design ideas";"43";"0";"20";"77.41";"4.35";"https://www.trendir.com/white-room-interiors-25-design-ideas-for-the-color-of-light/";"0.00";"0.00";"0.10";"23100000";"0.25,0.50,0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.50,0.50,1.00";"1509479172"
"seaside interiors";"94";"0";"90";"72.96";"3.63";"https://www.trendir.com/italian-seaside-decor-fishing-town-meets-retro-riviera/";"0.00";"0.00";"0.09";"5400000";"1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.64,0.64,0.45,0.64,0.64";"1510879975"
"rustic interior design";"56";"0";"1000";"78.47";"1.48";"https://www.trendir.com/white-rustic-interior-design-cottage-style-decor/";"0.00";"0.00";"0.20";"36000000";"0.55,0.55,0.55,0.45,0.55,0.62,0.62,0.62,0.81,0.62,1.00,0.62";"1508815086"
"interior sliding barn doors for homes";"17";"24";"140";"82.04";"1.97";"https://www.trendir.com/sliding-barn-doors-for-the-home/";"0.00";"0.00";"1.00";"0";"1.00,0.67,0.81,0.81,0.81,0.81,0.67,0.33,0.67,0.33,0.52,0.67";"1510790975"
"interior waterfalls";"38";"0";"50";"69.46";"2.28";"https://www.trendir.com/indoor-waterfall-from-harmonic-1/";"0.00";"0.00";"1.00";"25400000";"0.36,0.36,0.36,0.27,0.27,0.45,0.64,0.45,0.36,0.64,1.00,0.36";"1508474426"
"interior shutters windows";"63";"0";"30";"76.59";"1.46";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"5790000";"0.20,0.60,0.40,0.60,1.00,0.60,0.40,0.40,0.40,0.60,0.60,1.00";"1508738531"
"small house interior design photos";"49";"40";"10";"84.41";"1.43";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.26";"28600000";"0.50,0.50,0.50,0.50,0.50,1.00,1.00,0.50,1.00,1.00,0.50,0.50";"1510519446"
"log home interior decorating ideas";"46";"0";"30";"68.66";"1.22";"https://www.trendir.com/rustic-log-cabin-design-with-stunning-interiors/";"0.00";"0.00";"0.43";"0";"0.56,0.22,0.11,0.11,0.22,0.11,0.22,1.00,0.44,0.33,0.33,0.22";"1508866063"
"interior design bathroom photos";"42";"49";"10";"75.31";"4.45";"https://www.trendir.com/interiors/bathroom-interiors/";"0.00";"0.00";"0.17";"5750000";"0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.67,1.00,1.00";"1510695459"
"polished concrete walls interior";"25";"0";"70";"61.60";"5.06";"https://www.trendir.com/stylish-concrete-interiors/";"0.00";"0.00";"0.86";"2910000";"0.33,0.11,0.78,0.22,0.78,1.00,0.44,1.00,0.44,0.22,0.22,0.11";"1509985796"
"church interior design";"55";"0";"320";"72.19";"2.14";"https://www.trendir.com/unusual-interior-design-converting-a-church/";"0.00";"0.00";"0.57";"60400000";"0.67,0.67,0.54,0.54,0.67,0.67,0.67,0.81,0.81,0.54,1.00,0.81";"1508886140"
"brazilian interior design style";"98";"0";"70";"77.37";"2.14";"https://www.trendir.com/resort-style-home-in-sao-paolo-brazil/";"0.00";"0.00";"0.25";"2320000";"0.56,1.00,0.78,0.33,0.78,0.11,0.11,0.11,0.44,0.78,0.78,0.44";"1510314878"
"plantation shutter doors interior";"45";"0";"40";"78.50";"2.32";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"694000";"0.43,0.43,1.00,0.71,0.71,1.00,0.43,0.43,0.43,0.29,0.57,0.71";"1508679334"
"wooden shutters for windows interior";"36";"0";"90";"75.63";"2.72";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"26700000";"0.22,0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.33,0.11,0.11,0.44";"1509691654"
"luxury homes designs interior";"35";"0";"10";"83.35";"6.77";"https://www.trendir.com/house-design/luxury-homes/";"0.00";"0.00";"0.50";"3600000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509291834"
"glass interior sliding doors";"51";"0";"10";"71.10";"1.68";"https://www.trendir.com/glass-sliding-door-from-albed/";"0.00";"0.00";"1.00";"2140000";"0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,1.00";"1509492049"
"contemporary church interiors";"63";"0";"30";"77.64";"2.40";"https://www.trendir.com/unusual-interior-design-converting-a-church/";"0.00";"0.00";"0.49";"1720000";"0.25,0.75,0.50,0.50,0.50,0.50,0.75,0.75,0.50,0.50,1.00,0.75";"1509495645"
"folding shutters interior";"13";"11";"50";"80.81";"1.84";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"1360000";"0.78,0.44,0.44,1.00,0.44,0.11,0.22,0.56,0.22,1.00,1.00,0.44";"1510318293"
"san francisco interiors";"98";"0";"50";"65.16";"1.03";"https://www.trendir.com/beautiful-loft-interior-design-in-san-francisco/";"0.00";"0.00";"0.15";"53400000";"0.71,0.57,0.71,1.00,0.71,0.71,0.71,0.57,0.57,0.57,1.00,1.00";"1508479615"
"sliding interior walls";"43";"0";"10";"78.07";"1.03";"https://www.trendir.com/italian-maze-house-with-geometric-exterior-sliding-interior-walls/";"0.00";"0.00";"1.00";"3590000";"0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50";"1509571764"
"farmhouse style interior design";"43";"0";"90";"68.07";"1.16";"https://www.trendir.com/farmhouse-style-kitchen-interior-by-minacciolo-english-mood/";"0.00";"0.00";"0.16";"36500000";"0.57,0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71";"1509679563"
"traditional shutters interior";"92";"0";"90";"63.99";"1.45";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"21500000";"0.57,0.43,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.43";"1509687529"
"contemporary living room interior design";"33";"0";"10";"82.24";"1.13";"https://www.trendir.com/contemporary-living-room-design-ideas-inspiration-in-bright-contrast-colors/";"0.00";"0.00";"0.64";"46200000";"0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50";"1509334682"
"church interior decorating ideas";"17";"0";"10";"68.93";"3.82";"https://www.trendir.com/bold-interior-decorating-ideas-church-conversion/";"0.00";"0.00";"0.59";"2140000";"0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,0.50";"1509241055"
"modern interior door";"25";"36";"320";"59.77";"1.81";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"97900000";"0.81,1.00,0.81,1.00,0.81,1.00,0.66,1.00,1.00,1.00,1.00,1.00";"1510697275"
"modern homes interior design and decorating";"11";"0";"20";"78.68";"3.05";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.71";"26500000";"0.33,0.33,0.33,1.00,0.67,0.67,1.00,0.67,0.67,0.33,0.67,0.67";"1509424196"
"mid century modern interior design";"96";"0";"320";"78.57";"2.78";"https://www.trendir.com/contemporary-loft-design-with-midcentury-modern-interiors/";"0.00";"0.00";"0.14";"4190000";"0.54,0.54,0.54,0.44,0.54,0.67,0.81,0.67,0.81,0.81,1.00,0.81";"1508868003"
"modern spanish style interior design";"36";"0";"90";"74.29";"7.92";"https://www.trendir.com/cool-home-in-a-modern-spanish-style/";"0.00";"0.00";"0.18";"24600000";"0.22,0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11";"1509644537"
"house designs interior";"73";"0";"30";"81.10";"3.56";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.48";"79000000";"0.40,0.20,0.40,0.40,0.40,0.60,0.60,0.40,1.00,0.40,1.00,1.00";"1508810965"
"interior ceiling fans";"37";"0";"50";"80.47";"3.38";"https://www.trendir.com/decorating-with-ceiling-fans-interior-design-ideas-that-work/";"0.00";"0.00";"1.00";"7780000";"0.50,1.00,0.50,0.36,0.50,0.29,0.21,0.36,0.36,0.21,0.29,0.21";"1508480150"
"home interior decor ideas";"83";"82";"10";"83.86";"2.60";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.57";"11400000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1510594060"
"interior fountains";"78";"0";"40";"81.47";"2.75";"https://www.trendir.com/yosemite-falls/";"0.00";"0.00";"1.00";"26600000";"0.71,0.43,1.00,0.57,0.43,0.57,0.43,0.29,0.29,1.00,0.29,0.29";"1508674096"
"interior gardens";"85";"94";"320";"47.48";"1.95";"https://www.trendir.com/cool-modern-home-with-hidden-interior-garden/";"0.00";"0.00";"0.05";"6100000";"0.82,0.82,0.82,0.67,0.67,0.67,1.00,0.82,0.67,0.82,0.82,1.00";"1510679211"
"wall tiles for living room interior";"14";"12";"70";"70.33";"1.57";"https://www.trendir.com/beautiful-tile-flooring-ideas-for-living-room-kitchen-bathroom-designs/";"0.00";"0.00";"1.00";"2790000";"0.43,0.29,1.00,0.43,1.00,0.14,0.57,0.14,0.57,0.29,0.29,0.29";"1510100405"
"rustic interior design ideas";"72";"0";"140";"81.19";"1.44";"https://www.trendir.com/white-rustic-interior-design-cottage-style-decor/";"0.00";"0.00";"0.49";"28900000";"0.81,0.42,0.35,0.15,0.19,0.27,0.54,0.54,0.42,0.42,1.00,1.00";"1508324742"
"interior bedroom design furniture";"20";"43";"10";"79.41";"2.96";"https://www.trendir.com/modern-bedroom-design-ideas/";"0.00";"0.00";"1.00";"215000000";"1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00";"1510587950"
"interior house plans";"41";"0";"40";"72.12";"2.18";"https://www.trendir.com/dramatic-house-plans-white-facade-unexpected-interior/";"0.00";"0.00";"0.37";"10500000";"0.71,0.43,0.43,0.71,0.57,0.43,0.57,0.57,0.43,0.57,1.00,1.00";"1508640045"
"interior design pics living room";"52";"0";"10";"76.64";"3.27";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.04";"24700000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509153534"
"stylish interior doors";"3";"0";"10";"62.98";"2.03";"https://www.trendir.com/modern-interior-doors/";"0.00";"0.00";"1.00";"6970000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509203758"
"unique interiors";"94";"0";"390";"67.20";"2.32";"https://www.trendir.com/unique-interior-design-by-gad-architecture/";"0.00";"0.00";"0.06";"3380000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.82,1.00,1.00";"1508864269"
"barn doors interior design";"49";"32";"20";"81.78";"1.02";"http://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"3820000";"0.50,0.50,0.25,0.25,0.25,0.25,0.50,1.00,1.00,0.75,1.00,0.75";"1506385473"
"decorative pedestals interior";"73";"0";"30";"78.32";"1.12";"https://www.trendir.com/rounddecorative-pedestal-sink/";"0.00";"0.00";"1.00";"2040000";"0.14,0.14,0.14,0.14,0.29,0.29,0.29,0.43,0.14,0.43,0.71,1.00";"1509404614"
"bathroom sliding doors interior";"73";"0";"20";"86.88";"2.01";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"15700000";"0.67,0.67,1.00,1.00,0.67,0.33,0.67,0.33,0.67,0.67,0.67,1.00";"1508960264"
"interior closet design";"65";"0";"30";"75.93";"3.54";"https://www.trendir.com/closet-interior-design-dont-overlook-it/";"0.00";"0.00";"1.00";"4230000";"0.40,0.40,0.40,0.60,1.00,0.60,0.40,0.80,0.60,1.00,1.00,0.80";"1508861088"
"luxury homes interior";"95";"0";"110";"79.48";"9.06";"https://www.trendir.com/house-design/luxury-homes/";"0.00";"0.00";"0.19";"54100000";"0.43,0.52,0.52,0.43,0.52,0.52,0.33,0.43,0.43,0.52,1.00,0.52";"1510798330"
"interior stair design";"36";"0";"40";"86.57";"1.36";"https://www.trendir.com/colorful-staircase-designs/";"0.00";"0.00";"0.90";"55700000";"0.43,0.43,0.43,0.43,0.29,0.43,0.43,0.14,0.57,0.43,0.71,1.00";"1508676484"
"beach cottage interior design ideas";"95";"0";"10";"84.18";"3.67";"https://www.trendir.com/small-beach-cottage-compact-waterfront-cottage-design-that-is-coziest-ever/";"0.00";"0.00";"0.25";"2540000";"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,1.00";"1509333087"
"luxury yacht interior design";"11";"0";"10";"61.74";"3.21";"https://www.trendir.com/yacht-interior-designs/";"0.00";"0.00";"0.39";"2250000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509294410"
"wooden floor house interior";"24";"23";"40";"79.22";"3.09";"https://www.trendir.com/small-wooden-homes-and-cottages/";"0.00";"0.00";"0.48";"273000000";"0.71,0.14,0.14,0.14,0.14,0.43,0.14,1.00,0.29,0.57,0.57,0.57";"1510371107"
"modern barn doors interior";"56";"67";"110";"72.89";"1.17";"https://www.trendir.com/sliding-barn-doors-for-the-home/";"0.00";"0.00";"1.00";"74100000";"1.00,0.41,0.65,0.65,1.00,0.82,0.53,0.65,0.53,0.65,0.53,0.65";"1510836534"
"living room interior design ideas";"67";"69";"170";"76.00";"1.18";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.78";"41600000";"0.23,0.36,0.82,0.18,0.36,0.36,0.28,0.44,0.36,0.36,1.00,1.00";"1510797524"
"shutters for interior windows";"67";"54";"50";"80.29";"2.56";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"35000000";"0.44,0.22,0.44,0.56,0.33,0.56,0.78,1.00,1.00,0.22,0.56,0.78";"1510673140"
"interior shutters wood";"82";"0";"30";"74.61";"4.86";"https://www.trendir.com/modern-interior-shutters/";"0.00";"0.00";"1.00";"6110000";"0.56,1.00,0.22,0.11,0.11,0.11,0.22,0.33,0.44,0.11,0.22,0.56";"1508738937"
"art deco home interiors";"95";"0";"20";"76.31";"3.92";"https://www.trendir.com/this-open-concept-main-floor-design-combines-art-deco-with-rustic-touches-for-one-beautiful-interior/";"0.00";"0.00";"0.22";"3360000";"0.40,0.20,0.20,0.40,0.20,0.40,0.60,0.40,0.60,0.60,1.00,0.20";"1508985576"
"modern homes interior decorating ideas";"7";"0";"10";"78.11";"2.02";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.32";"6850000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00";"1509190822"
"interior partition wall ideas";"79";"0";"90";"71.67";"1.41";"https://www.trendir.com/retractable-walls-flexible-living/";"0.00";"0.00";"1.00";"25100000";"0.22,0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33";"1509689006"
"small log cabin interiors";"35";"0";"70";"73.64";"7.87";"https://www.trendir.com/rustic-log-cabin-design-with-stunning-interiors/";"0.00";"0.00";"0.28";"3730000";"0.36,0.50,0.50,0.50,0.50,0.36,0.50,0.50,0.64,0.64,1.00,0.64";"1508412763"
"bedroom samples interior designs";"85";"0";"10";"70.90";"1.55";"https://www.trendir.com/interiors/";"0.00";"0.00";"0.83";"21300000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1509294918"
"buy sliding barn doors interior";"96";"0";"90";"85.65";"1.42";"https://www.trendir.com/barn-doors/";"0.00";"0.00";"1.00";"4320000";"0.22,0.11,0.56,0.22,0.56,1.00,0.33,1.00,0.33,0.11,0.11,0.11";"1509685388"
